transaction_id,user_id,timestamp,location_city,merchant_category,is_foregin_transaction,amount,is_fraud,transaction_velocity_1h,avg_amount_7d,anomaly_score
04210165-f5bc-4965-9cf5-653f5cdef943,User_010,26-09-2025 01:54,Dhanbad,Digital_Payment,TRUE,17708.67,FALSE,3.46,2546.98,0.5499
97d3da1f-6a7b-46a8-b373-b1338d824c5f,User_001,20-09-2025 19:33,Giridih,Electronics_Store,TRUE,19015.33,FALSE,7.26,1110.4,0.3804
28647c9a-aaf5-4fc4-9d8a-4fb913d4e8fa,User_007,21-09-2025 10:44,Deoghar,Entertainment,TRUE,21968.57,FALSE,1.11,3536.27,0.0679
b85d23dd-3587-4369-b561-fcbfc6616c11,User_008,21-09-2025 18:00,Giridih,Digital_Payment,FALSE,28593.02,TRUE,0.95,4388.89,0.2795
ed09b688-d444-44cb-9b80-85c61e985a3f,User_003,23-09-2025 12:51,Bokaro Steel City,Healthcare,FALSE,18821.17,FALSE,4.83,2387.27,0.5133
c61c85a1-1e75-44a1-ba52-6d259218e019,User_005,28-09-2025 17:01,Ranchi,Utility_Bill,FALSE,1445.26,FALSE,3,1147.02,0.9328
6a67e3a9-7fb4-46f4-8830-938cbc96379c,User_001,27-09-2025 22:10,Jamshedpur,Healthcare,FALSE,42858.71,FALSE,1.78,1366.5,0.9442
2638f2c5-5993-4232-98be-c9a260afdaf1,User_004,26-09-2025 21:23,Giridih,Restaurant,TRUE,32980.5,FALSE,6.61,2784.36,0.0753
97fae580-a5ce-4399-9f83-4efc60523732,User_008,30-09-2025 13:07,Bokaro Steel City,Travel_Agency,TRUE,12596.44,FALSE,8.37,3561.49,0.0565
c661fcce-94f7-4981-b090-ec44acc085bb,User_008,29-09-2025 10:15,Jamshedpur,Restaurant,FALSE,42249.67,FALSE,6.29,3362.76,0.9164
5085710a-4eae-4927-b864-660b5b686627,User_003,29-09-2025 09:16,Jamshedpur,Entertainment,TRUE,12844.59,FALSE,0.99,3311.47,0.8835
9bd422fe-cfa5-4687-b683-80f88fb32bfa,User_006,22-09-2025 13:26,Bokaro Steel City,Travel_Agency,TRUE,15366.02,FALSE,3.25,1017.9,0.4272
3651e14e-3683-428f-bc26-66ca2e1cb196,User_006,24-09-2025 09:08,Dhanbad,Utility_Bill,TRUE,17334.91,FALSE,8.58,2618.28,0.0508
6101469c-f600-4649-8e38-ec386fc00e63,User_005,25-09-2025 14:27,Jamshedpur,Utility_Bill,TRUE,13986.84,FALSE,7.09,1413.49,0.3005
c41fb79b-cffb-44d1-95c6-8db80e57f475,User_006,24-09-2025 21:22,Deoghar,Healthcare,FALSE,45147.99,FALSE,1.06,3235.83,0.2378
5f81e63d-3a66-47b9-b1fc-84be2bba8070,User_005,22-09-2025 20:08,Ranchi,Digital_Payment,TRUE,5208.46,FALSE,2.42,2794.56,0.2143
2f0e5663-7d8a-4a4e-ad50-0e7853ca0c2d,User_001,25-09-2025 04:14,Ranchi,Entertainment,TRUE,48725.54,FALSE,5.14,2782.67,0.4352
5f905f40-8b7f-45c9-bfad-a72417577ae2,User_001,20-09-2025 14:30,Ranchi,Utility_Bill,FALSE,17680.48,FALSE,0.35,3051.65,0.3405
38c53d32-0997-46e6-867c-95f696647f8b,User_010,30-09-2025 21:10,Deoghar,Entertainment,FALSE,32380.05,FALSE,3.67,4621.35,0.0917
f12cf5d2-31ef-4533-8f8e-5803502d5fde,User_007,23-09-2025 17:30,Deoghar,Entertainment,FALSE,30061.15,FALSE,8.08,2550.19,0.6689
38c10d91-d610-4afd-8e83-5526d9022127,User_001,29-09-2025 17:04,Dhanbad,Healthcare,FALSE,14716.04,FALSE,3.71,728.56,0.5527
4351a964-5499-4dd5-9510-bb268cb6999d,User_001,20-09-2025 16:32,Hazaribagh,Healthcare,TRUE,15111.38,TRUE,3.81,1097.66,0.5388
2064b3c6-073c-40f2-ab30-cf6286cc566b,User_007,25-09-2025 02:54,Jamshedpur,Travel_Agency,FALSE,32271.59,FALSE,7.92,3224.34,0.1113
ea34a211-ac28-4cc5-8f79-4eea0830e3c3,User_006,28-09-2025 04:02,Jamshedpur,Healthcare,TRUE,17929.48,TRUE,9.62,1462.77,0.8116
47a0f57e-9f0e-460c-b4e1-1b2cfae7e5f1,User_003,22-09-2025 07:40,Dhanbad,Entertainment,FALSE,18360.58,FALSE,8.85,1360,0.3691
43d78faa-679d-4a69-adfe-16d8d840fce5,User_005,24-09-2025 09:29,Giridih,Electronics_Store,FALSE,27593.61,FALSE,3.82,1387.57,0.7035
740c8403-2dbf-48ff-9658-cde290e74846,User_009,21-09-2025 05:53,Hazaribagh,Entertainment,TRUE,2281.59,FALSE,3.26,4519.28,0.1955
e6737dfa-a553-4a47-9572-c1b3b194323e,User_002,29-09-2025 11:55,Dhanbad,Entertainment,TRUE,13638.23,FALSE,6.2,3885.78,0.3134
0e564649-7a8d-46ec-9561-156d3a9453c0,User_005,23-09-2025 03:15,Ranchi,Entertainment,TRUE,46480.08,FALSE,2.4,4097.61,0.0842
8df3f5ae-5004-4fb3-be80-6443d37d42d3,User_005,27-09-2025 06:06,Dhanbad,Online_ECommerce,FALSE,24009.01,FALSE,7.52,4493.22,0.1392
76b9d841-4085-4c8e-9fde-1c87ce37da22,User_009,26-09-2025 01:05,Dhanbad,Healthcare,TRUE,43682.72,FALSE,4.74,4379.9,0.2428
5342f92d-376f-4a80-b0f4-3f5f0c186d8b,User_006,29-09-2025 01:28,Dhanbad,Healthcare,TRUE,19425.69,FALSE,6.68,4684,0.1719
4746a16f-b649-4832-97be-0f36996ad720,User_007,23-09-2025 03:28,Dhanbad,Utility_Bill,FALSE,47700.33,FALSE,8.04,4854.78,0.54
7e83cafb-8b43-47fe-b1fb-ede94baf4247,User_001,22-09-2025 11:50,Giridih,Online_ECommerce,FALSE,42241.98,FALSE,4.27,3050.33,0.0894
e610b7a1-2efc-442f-9076-00d8291d48b5,User_002,28-09-2025 19:41,Giridih,Electronics_Store,FALSE,1117.42,FALSE,9.45,876.88,0.5349
0980fd17-16c0-463b-9d69-faa5a321d407,User_009,26-09-2025 11:07,Hazaribagh,Healthcare,FALSE,5779.43,FALSE,5.8,881.52,0.8732
da4ff329-2132-44b2-8919-464e2d011dd3,User_009,29-09-2025 17:56,Jamshedpur,Digital_Payment,TRUE,3015.31,FALSE,6.68,4378.6,0.9431
ffdd8183-4185-4580-90d5-e52d4f908f7b,User_010,30-09-2025 02:29,Jamshedpur,Travel_Agency,FALSE,43790.19,FALSE,2.86,4389.48,0.084
847d98f9-3ed0-47c8-b1ca-c33ad62c3e50,User_007,22-09-2025 17:14,Hazaribagh,Digital_Payment,TRUE,6468.42,FALSE,3.34,753.46,0.8299
096b3ee4-0f87-459b-aa24-378f3c9c03f9,User_007,30-09-2025 21:57,Dhanbad,Digital_Payment,TRUE,28537.27,FALSE,0.13,2555.09,0.2947
28173b8d-8986-4d1b-8d0b-9ea3030781a0,User_003,28-09-2025 10:52,Bokaro Steel City,Online_ECommerce,FALSE,6219.68,FALSE,6.87,1205.49,0.8988
372d9c2e-163f-4fa5-985e-60ea7556e3b3,User_003,21-09-2025 11:14,Deoghar,Electronics_Store,FALSE,5638.21,FALSE,9.47,4719.83,0.132
673e3250-e4d3-4c3a-9615-1dfa54e89ac5,User_003,28-09-2025 23:38,Deoghar,Travel_Agency,TRUE,27960.28,FALSE,2.05,2425.45,0.731
2b8cbf0a-04c7-413e-a1ba-35c1a07ad9fd,User_005,28-09-2025 15:57,Deoghar,Entertainment,TRUE,47823.34,FALSE,8.09,922.36,0.7988
ab2ccb0b-d5fe-4ae4-bcf1-a1b584533da1,User_004,22-09-2025 23:13,Jamshedpur,Restaurant,TRUE,1606.85,FALSE,0.73,4263.65,0.6864
eaa770de-1dcc-4c12-ac12-618efcf31898,User_003,29-09-2025 17:24,Ranchi,Online_ECommerce,FALSE,7119.86,FALSE,8.26,974.73,0.8918
fccd7745-31e6-4c01-ae2a-b1bdb82b9f2a,User_006,25-09-2025 17:15,Hazaribagh,Online_ECommerce,TRUE,17070.28,TRUE,0.4,3283.55,0.1592
468d9ad3-67a1-4a66-abf1-4992f8b0cc10,User_010,25-09-2025 00:41,Giridih,Digital_Payment,FALSE,28469.74,FALSE,7.24,4712.95,0.6401
8a84efc6-7cd0-4658-95bf-e05884e6d7c5,User_010,22-09-2025 03:52,Ranchi,Healthcare,FALSE,10780.46,TRUE,3.73,1525.61,0.7618
b7624991-2355-4080-8c59-8fdea2e1acc8,User_009,29-09-2025 13:14,Giridih,Healthcare,FALSE,15625.42,FALSE,7.64,3049.75,0.7369
b2e4f3b9-593b-4c53-b66f-c87dcbcc6eaf,User_008,23-09-2025 10:02,Jamshedpur,Online_ECommerce,TRUE,6446.62,FALSE,9.53,716.29,0.7408
bd874736-7c2c-4786-9242-1a7e840d7cb1,User_004,29-09-2025 15:48,Hazaribagh,Digital_Payment,FALSE,27863.48,FALSE,6.81,689.2,0.146
10e010cd-a950-497f-823d-1a29ae64536e,User_006,26-09-2025 09:58,Ranchi,Entertainment,TRUE,10162.79,FALSE,0.95,4935.66,0.7203
59221900-f698-4234-8200-e3319ce18082,User_003,21-09-2025 09:25,Bokaro Steel City,Healthcare,TRUE,38269.14,FALSE,8.59,2985.47,0.9027
8d00e0e1-4d56-431c-ac39-2c29f6b7c150,User_003,30-09-2025 17:21,Hazaribagh,Electronics_Store,FALSE,26385.63,FALSE,8.72,4445.41,0.9352
4557ff1f-2dc0-43ae-b107-03e933b66b6a,User_009,29-09-2025 14:32,Giridih,Utility_Bill,TRUE,26637.8,FALSE,2.86,1746.26,0.7904
52a3214a-18c6-43c3-b300-7ada1efbca18,User_005,22-09-2025 22:41,Deoghar,Digital_Payment,FALSE,33727.24,FALSE,9.72,3738.19,0.338
f468aaa0-fbbc-430e-bf16-901257c234cf,User_001,24-09-2025 14:26,Bokaro Steel City,Online_ECommerce,FALSE,18678.72,FALSE,9.93,4594.59,0.4966
c432b427-7bf6-4151-8577-68e1b2789373,User_002,28-09-2025 05:19,Jamshedpur,Online_ECommerce,TRUE,32401.34,FALSE,0.67,642.13,0.1881
13e88f55-bc13-4396-af2c-58620ca305e6,User_002,21-09-2025 14:16,Bokaro Steel City,Entertainment,TRUE,34871.3,FALSE,9.18,2959.92,0.7064
f3be3523-d0b4-41b5-88c1-d2a048968ee0,User_007,21-09-2025 06:43,Dhanbad,Online_ECommerce,TRUE,32075.14,FALSE,4.68,1681.3,0.822
c383f180-77fe-4694-8e3d-a0bfa8eb74f3,User_010,22-09-2025 14:27,Bokaro Steel City,Electronics_Store,TRUE,1668.64,TRUE,4.86,1072.52,0.9004
5b37b185-e0d4-40a9-b0e4-fe54a11d5683,User_010,24-09-2025 22:25,Bokaro Steel City,Online_ECommerce,FALSE,26163.36,FALSE,2.9,4019.19,0.8577
9111325a-9cb0-45e7-acc0-23c235d493fb,User_005,24-09-2025 23:18,Ranchi,Restaurant,FALSE,330.48,FALSE,6.33,2685.12,0.647
dcf854a9-b8b7-441b-a3c8-cdb533e180ca,User_004,24-09-2025 13:23,Jamshedpur,Online_ECommerce,FALSE,3594.88,FALSE,8.3,2313.85,0.2956
e7e82972-61e0-49e8-bd36-12707bbb8eba,User_003,22-09-2025 04:14,Jamshedpur,Digital_Payment,TRUE,42180.4,FALSE,8.9,1153.67,0.7312
ddfb6299-f6f9-4510-b0d5-6b6a3ada2291,User_008,27-09-2025 22:02,Dhanbad,Utility_Bill,FALSE,32979.4,FALSE,8.41,4754.98,0.3826
c805d211-d38b-4f11-b629-f5d100ce38d6,User_002,21-09-2025 14:49,Dhanbad,Travel_Agency,TRUE,40182.31,FALSE,4.66,4244.63,0.1597
51df2998-e0b9-494b-abf3-f5fcbe4fb5ac,User_006,21-09-2025 07:19,Ranchi,Digital_Payment,TRUE,13408.12,TRUE,2.79,3962.84,0.4802
02dfd14b-a77e-4dde-a8ca-7c77f25a2e2f,User_008,24-09-2025 22:40,Jamshedpur,Electronics_Store,TRUE,45144.8,FALSE,1.22,3287.3,0.6295
9dab1471-dc28-471b-add5-c7a9ca882b77,User_003,29-09-2025 14:53,Jamshedpur,Restaurant,FALSE,11767.14,FALSE,2.28,2806.04,0.4407
a13d5cf3-cbd6-4e52-bb68-3f5ae048e052,User_010,21-09-2025 13:02,Dhanbad,Travel_Agency,TRUE,23152.03,FALSE,8.05,2464.87,0.7212
07c91e3b-db45-434c-8453-9983d6f7da8d,User_002,30-09-2025 09:24,Hazaribagh,Travel_Agency,FALSE,20084.75,FALSE,7.6,1638.11,0.5286
08fc4efe-2b31-4b76-8647-aabcb7460103,User_001,24-09-2025 04:50,Dhanbad,Restaurant,TRUE,28168.61,FALSE,5.83,4012.57,0.1813
337aa93c-65c4-4df8-82d2-7a7127b3ed6c,User_004,28-09-2025 21:46,Hazaribagh,Restaurant,FALSE,10763.87,TRUE,9.31,2932.91,0.4432
96a2062f-398a-44ef-bb15-da44784cdabd,User_007,24-09-2025 17:00,Dhanbad,Travel_Agency,FALSE,25440.08,FALSE,4.54,1223.71,0.8475
be028527-ab60-45f1-9d9a-9c4c49c81c98,User_010,23-09-2025 16:11,Hazaribagh,Utility_Bill,TRUE,3432.03,FALSE,0.63,2027.83,0.225
dc6a2d23-9c12-4464-8da7-6032641dace7,User_007,28-09-2025 01:45,Deoghar,Healthcare,FALSE,18707.66,FALSE,2.65,4605.72,0.1892
4eaaa1e8-05ea-43ca-bb49-a140371b88ca,User_006,22-09-2025 17:31,Hazaribagh,Utility_Bill,FALSE,33893.33,FALSE,9.47,787.25,0.9167
dc608ed6-35a9-4138-9384-0b07843ce891,User_010,23-09-2025 17:09,Giridih,Healthcare,FALSE,22264.65,FALSE,6.57,1407,0.6683
320f431b-9a60-4865-be85-fa988600fee9,User_009,22-09-2025 03:55,Deoghar,Online_ECommerce,TRUE,27101.64,FALSE,3.46,2710.56,0.2161
979fbf9e-be1f-4cac-a059-c1e88033f970,User_009,26-09-2025 08:09,Deoghar,Entertainment,TRUE,15731.96,TRUE,3.45,3617.48,0.4287
e080b288-8670-4676-86c3-1de57dcdac5e,User_004,26-09-2025 18:35,Bokaro Steel City,Entertainment,FALSE,35682.68,FALSE,1.38,2994.4,0.7008
2b9652b4-8321-48a0-b7d8-3f816720b0a2,User_009,23-09-2025 15:43,Jamshedpur,Travel_Agency,TRUE,46160.38,FALSE,1.15,600.75,0.4434
77a06763-3032-41a9-af84-c809012e388e,User_003,23-09-2025 00:13,Ranchi,Online_ECommerce,TRUE,8733.44,FALSE,7.65,1386.67,0.7424
87eebbe0-7bcd-4b43-aead-df9017bb0efa,User_006,30-09-2025 23:06,Bokaro Steel City,Healthcare,FALSE,25932.28,FALSE,3.69,4352.22,0.3847
686a98fe-5a9e-4952-bbb1-1e21d3e6fcb5,User_009,20-09-2025 09:28,Giridih,Restaurant,TRUE,12536.74,FALSE,6.95,558.84,0.0556
19132657-0860-4202-b981-e73da0b2ee0d,User_007,26-09-2025 17:34,Jamshedpur,Restaurant,TRUE,40439.36,FALSE,1.77,4113.82,0.8661
082de1ed-96b0-423e-8abd-c8321d5dba23,User_008,22-09-2025 05:39,Deoghar,Utility_Bill,TRUE,16817.99,FALSE,9.57,1231.94,0.0897
f7ab11be-b4f2-48ab-944c-8ccfc02f0e49,User_007,22-09-2025 17:32,Ranchi,Travel_Agency,FALSE,24781.29,FALSE,0.66,4808.97,0.5643
902788f7-fcac-40f5-8e76-2b9a933e119b,User_009,30-09-2025 13:06,Hazaribagh,Healthcare,TRUE,9967.21,FALSE,8.96,2530.72,0.2696
cb27c48c-9bae-433c-8341-03702b144cc8,User_002,24-09-2025 18:00,Hazaribagh,Entertainment,FALSE,4150.93,FALSE,4.08,4593.04,0.8724
2320f3f7-29d3-4db3-9c31-59670773c946,User_007,27-09-2025 02:41,Hazaribagh,Restaurant,FALSE,33262.3,TRUE,3.8,604.03,0.8907
e592bd23-4265-4b38-861f-be72520136f0,User_009,28-09-2025 15:00,Jamshedpur,Utility_Bill,TRUE,2466.53,FALSE,2.6,3189.42,0.8159
b4056c82-bfb4-4189-860b-894ac346322a,User_001,20-09-2025 18:07,Deoghar,Electronics_Store,FALSE,28652.72,FALSE,4.12,1820.05,0.7758
17e08b97-fd75-4079-8243-88e2a64c3230,User_009,30-09-2025 22:57,Bokaro Steel City,Digital_Payment,FALSE,34048.13,FALSE,6.7,542,0.6222
17055ac5-9219-4534-a5b2-f4578039f87c,User_003,22-09-2025 18:21,Deoghar,Online_ECommerce,TRUE,24454.74,FALSE,9.51,1106.11,0.0938
4cdc237b-ac90-4ca0-b1c7-93aeda6eecbf,User_007,26-09-2025 04:52,Jamshedpur,Restaurant,FALSE,32938.33,FALSE,9.75,505.71,0.8701
1c5f985f-892c-4357-8781-4e6792c335a4,User_007,20-09-2025 18:44,Deoghar,Restaurant,TRUE,30788.21,FALSE,4.05,1343.27,0.2055
e16d0266-fdbb-4cd8-903d-6d774bef302a,User_003,27-09-2025 01:03,Hazaribagh,Digital_Payment,FALSE,11498.08,FALSE,1.92,623.62,0.8506
6b44f7b7-de06...,User_004,26-09-2025 03:26,Ranchi,Online_ECommerce,TRUE,2827,FALSE,2.32,4356,0.1102
02dd1d76-9274...,User_005,22-09-2025 08:11,Dhanbad,Utility_Bill,FALSE,3822,FALSE,2.25,2927,0.1432
d541c7de-51c8...,User_003,27-09-2025 06:24,Hazaribagh,Healthcare,FALSE,986,FALSE,0.83,4003,0.1126
92462c6b-36c0...,User_005,22-09-2025 16:24,Dhanbad,Utility_Bill,FALSE,125,FALSE,1.25,3361,0.3546
a2e27113-292a...,User_005,23-09-2025 21:10,Hazaribagh,Restaurant,FALSE,3660,FALSE,1.77,2354,0.2257
3498b8bd-347a...,User_002,24-09-2025 13:01,Ranchi,Online_ECommerce,FALSE,1692,FALSE,2.28,3361,0.3034
e3ff3e1e-edc5...,User_003,25-09-2025 15:36,Jamshedpur,Online_ECommerce,FALSE,37002,TRUE,9.63,1910,0.8458
67f2b81b-d6b2...,User_003,23-09-2025 15:20,Bokaro Steel City,Travel_Agency,TRUE,1179,FALSE,1.35,2964,0.1997
61524706-c641...,User_003,25-09-2025 04:55,Ranchi,Electronics_Store,FALSE,804,FALSE,0.61,4564,0.2642
5edfa75b-715a...,User_005,23-09-2025 03:21,Bokaro Steel City,Digital_Payment,TRUE,2701,FALSE,0.54,500,0.4022
